ID,Age,Income,Score,Gender,Department,JoinDate,Satisfaction
9279,44,33697,49,,Finance,13/2/2020,2
9280,45,37221,70,Male,Sales,21/3/2022,5
9281,45,34591,0,Male,Sales,4/4/2023,4
9282,,42264,26,Male,HR,23/8/2024,3
9283,54,47668,17,Female,Sales,3/1/2021,2
9284,,30925,86,Male,Sales,29/6/2024,5
9285,20,NA,41,Female,Finance,1/11/2024,5
9286,23,52190,69,Female,Finance,19/10/2024,1
9287,57,43492,,Male,Marketing,25/2/2024,1
9288,33,54080,61,Female,Sales,7/8/2024,2
9289,46,43219,87,Male,Finance,27/8/2022,1
9290,60,14977,7,Male,*,9/1/2021,4
9291,44,21795,65,Female,Finance,26/3/2021,3
9292,,44403,23,Female,Marketing,15/6/2023,1
9293,61,35140,82,Female,Marketing,10/1/2020,3
9294,*,53803,75,Male,Operations,7/6/2024,3
9295,32,36370,81,Female,*,16/11/2020,2
9296,33,53508,8,Female,Operations,31/7/2021,4
9297,58,54255,19,Female,Marketing,14/11/2022,3
9298,24,34132,37, ,Finance,13/10/2022,4
9299,35,35095,76,Female,Marketing,29/6/2024,3
9300,53,28763,11,Male,Marketing,22/11/2020,2
9301,22,21495,0,Female,Sales,1/2/2024,4
9302,49,42785,51,Male,Operations,17/3/2023,5
9303,60,38101,89,Male,IT,9/12/2022,5
9304,58,43214,5,Female,Operations,8/7/2024,5
9305,36,36824,79,Male,-,3/7/2020,3
9306,29,32425,NA,Female,*,23/6/2023,3
9307,23,,64,Male,HR,17/5/2020,-
9308,57,47438,96,Female,Finance,18/7/2022,2
9309,22,49876,81,Male,Finance,29/1/2024,1
9310,61,37607,84,Female,Operations,24/1/2023,5
9311,54,50630,77,Male,NA,15/11/2023,5
9312,49,52442,93,Male,IT,29/12/2021,4
9313,19,17049,70,Female,IT,12/7/2021,2
9314,32,38861,54,Female,Sales,3/2/2024,4
9315,20,37776,22,Female,HR,5/3/2022,3
9316,40,33264,80,Female,Sales,5/9/2021,3
9317,29,32709,8,Male,HR,29/4/2023,5
9318,33,37305,47,Female,Marketing,17/7/2022,3
9319,64,47133,11,Male,HR,28/3/2020,2
9320,54,0,*,Male,Marketing,31/12/2023, 
9321,20,0,59,Female,Sales,2/8/2020,1
9322,33,43963,44,Female,IT,2/5/2022,4
9323,21,33682,10,Female,HR,13/2/2023,2
9324,18,26879,34,Female,Operations,1/1/2021,1
9325,40,37986,100,Male,IT,12/3/2022,4
9326,31,31823,36,,HR,28/10/2022,4
9327,20,51994,93,Male,Sales,10/8/2023,3
9328,61,26353,92,Female,Marketing,13/4/2024,3
9329,55,12345,61,Female,HR,26/8/2021,4
9330,60,34173,35,Male,HR,15/2/2022,5
9331,57,,23,Female,Marketing,31/10/2022,*
9332,30,30034,25, ,Operations,8/9/2023,2
9333,53,63871,0,Male,*,9/11/2024,5
9334,25,24536,0,Female,Operations,9/12/2023,3
9335,51,18776,19,Female,Operations,25/8/2024,2
9336,34,36248,81,Female, ,14/9/2020,1
9337,48,29267,,NA,NA,16/11/2022,2
9338,22,44326,21,Female,IT,9/7/2022,5
9339,62,50942,*,Male,Sales,1/8/2023,5
9340,62,21912,12,Female,IT,24/4/2021,
9341,-,16771,NA,Male,Operations,18/10/2023,2
9342,63,13977,85,Male,Operations,18/11/2021,1
9343,-,45510,75,Female,Marketing,6/4/2023,5
9344,24,47355,5,Male,Sales,11/4/2021,5
9345,25,0,15,Female,IT,20/5/2023,2
9346,34,26097,39,Male,Finance,15/2/2023,1
9347,38,4882,21,Female,IT,19/2/2022,4
9348,58,24998,69,Male,IT,30/7/2024,3
9349,50,44196,65,Male,Sales,18/6/2020,5
9350,35,54226,2,Male,HR,4/9/2022, 
9351,,33816,,Female,Marketing,23/2/2021,4
9352,34,46046,35,Female,HR,18/2/2023,5
9353,61,63475,79,Male,Marketing,22/8/2024,1
9354, ,43473,79,Female,Sales,30/11/2023,1
9355,61,*,46,Female, ,14/8/2024,2
9356,24,30680,4,Female,Sales,15/10/2024,2
9357,44,34565,20,Male,Sales,5/6/2020,-
9358,62,-,42,Female,IT,18/3/2022,2
9359,29,19195,17,Female,Operations,22/6/2021,5
9360,,54095,65,Male,Marketing,28/3/2020,4
9361,18,32205,2,Female,Operations,16/1/2020,5
9362,61,0,84,Male,Sales,7/4/2024,5
9363,46,19282,10,Female,NA,7/12/2023,1
9364,57,42539,12,,Sales,16/5/2022,
9365,28,21233,81,Female,Finance,7/7/2021,5
9366,43,50381,1,Male,Finance,4/6/2023,3
9367,27, ,98,Male,Finance,27/6/2023,5
9368,24,46713,88,Male,Finance,18/12/2021,5
9369,38,34593,18,Male,Marketing,24/9/2022,2
9370,27,25583,12,Male,Finance,3/11/2022,1
9371,21,32157,83,Male,-,20/3/2023,1
9372,38,40293,NA,Female,Marketing,1/11/2022,2
9373,53,21484,56,Female,Operations,15/11/2020,2
9374,62,25212,42,NA,IT,3/4/2021,2
9375,61,37814,85,Female,IT,7/4/2024,5
9376,43,25815,28,Female,Marketing,12/6/2021,4
9377,33,26042,31,Male,Marketing,3/1/2023,2
9378,35,29982,14,Female,Finance,3/11/2022,4
9379,42,33505,2,Male,Operations,12/11/2024, 
9380,41,23996,27,Male,Operations,21/3/2020,2
9381,45,30881,0,Female,HR,20/11/2020,4
9382,61,21520,83,Male,IT,16/11/2021,5
9383,-,54766,6,Female,IT,28/8/2023,2
9384,44,32197,53,Female,Finance,13/6/2020,1
9385,,28213,25,Male,IT,11/4/2021,1
9386,32,44507,-,Male,Sales,12/3/2022,1
9387,20,29145,90,Male,Sales,23/7/2021,1
9388,49,50891,96,Male,Sales,21/12/2021,4
9389,52,23621,60,Female,HR,10/6/2024,3
9390,27,9193,11,,HR,17/11/2021,2
9391,53,24404,82,Female,-,26/12/2023,2
9392,30,57440,49,Male, ,29/6/2024,3
9393,53,44024,81,Female,NA,13/7/2020,1
9394,-,44570,NA, ,Marketing,9/3/2024,5
9395,50,28065,88,Male,Operations,13/3/2022,3
9396,62,35683,34,Male,HR,14/7/2022,3
9397,NA,42328,38,Male,-,14/2/2022,3
9398,58,15417,66,Male,HR,15/12/2021,3
9399,25,28501,35,Female,IT,3/6/2023,3
9400,57,41398,32,Female,Marketing,20/4/2020,1
9401,22,42226,26,Female,Sales,9/8/2020,1
9402,36,50568,55,Male,Finance,1/5/2020,1
9403,51,26816,50,Male,-,15/4/2022,1
9404,34,34133,30,Female,Marketing,6/7/2022,1
9405,28,76666,58,Female,Operations,18/9/2020,2
9406,NA,32654,2,Female,IT,19/3/2020,3
9407,43,50124,0,Male,Sales,5/10/2022,4
9408,55,40887,70,Male,IT,12/2/2024,3
9409,21,21023,7,Female,IT,25/1/2020,2
9410,57,NA,55,Male,-,17/2/2023,5
9411,64,15300,81,Female,Marketing,23/12/2023,4
9412,38,21059,79,Male,Finance,25/2/2020,5
9413,32,54156,52,-,Finance,20/5/2021,2
9414,64,45085,21,Male,Finance,11/11/2024,2
9415,20,32145,89,Male,Sales,15/6/2024,4
9416,18,45560,10,Female,Marketing,18/4/2020,2
9417,34,47091,98,Female,Marketing,30/7/2024,*
9418,30,24147,72,Female,Operations,11/8/2024, 
9419,55,7855,26,Female,HR,27/5/2021,3
9420,61,43434,73,,IT,17/9/2023,
9421,18,35002,52,Female,Sales,15/12/2021,5
9422,48,28025,30,Male,IT,28/6/2022,1
9423,56,22552,60,Male,Sales,1/11/2022,5
9424,43,29833,41,Female,HR,1/11/2023,1
9425,31,35101,23,Female,,8/10/2020,*
9426,59,33618,16,Male,Operations,17/1/2024,2
9427,45,14247,30,Female,Sales,5/3/2023,4
9428,35,-,70,Male,HR,15/7/2022,2
9429,63,35851,18,Male,HR,17/4/2024,2
9430,49,22608,-,Male,Sales,17/6/2021,4
9431,41,0,92,Male,HR,24/3/2021,5
9432,20,46931,0,Female,Marketing,13/2/2020,4
9433,29,36716,58,Female,Sales,25/8/2021,
9434,63,0,10,Male,IT,22/6/2021,1
9435,32,25458,85,Male,Finance,24/11/2023,1
9436,61,22169,0,Male,Sales,1/4/2022,3
9437,29,39833, ,Male,Operations,9/7/2020,5
9438,55,32885,44,Male,Operations,25/11/2020,1
9439,NA,44983,82,Male,IT,28/12/2023,5
9440,19,32946,2,*,Operations,19/9/2021,4
9441,57,11237,26,Male,Operations,8/12/2022,4
9442,35,46760,16,Male,IT,20/6/2020,5
9443,56,38638,-,Male, ,26/8/2023,2
9444,20,40517,5,Female,IT,16/10/2020,4
9445,61,35906,55,Female,Operations,31/10/2021,4
9446,53,46207,11,Female,Finance,1/10/2020,
9447,28,30254,17,Female,Finance,13/6/2023,
9448,35,31836,23,Male,Marketing,7/5/2020,1
9449,50,49676,0,Female,IT,18/11/2022,2
9450, ,15849,67,Male,Marketing,1/9/2020,5
9451,36,41876,42,Male,Finance,9/5/2023,3
9452,49,45211,NA,Male,Finance,16/11/2023,2
9453,*,45892,*,Female,Marketing,28/5/2021,1
9454,42,35729,76,Male,Finance,19/5/2022,5
9455,50,51227,100,,Sales,24/3/2023,5
9456,48,0,74,Female,IT,31/12/2020,2
9457,24,32488,18,Male,Operations,5/6/2020,4
9458,32,37805,*,Male,Finance,28/5/2020,4
9459,39,28838,73,Male,,23/6/2020,-
9460,57,23193,3,Female,IT,7/5/2024,4
9461,59,40932,60,Male,Sales,27/9/2021,3
9462,52,32891, ,Female,HR,21/5/2024,NA
9463,41,46972,77,Male,IT,6/7/2022,1
9464, ,33450,70,Male,Sales,24/4/2022,2
9465,53,50759,0,Female,Finance,29/4/2020,1
9466,57,21682,78,*,Finance,8/4/2022,4
9467,31,23669, ,Female,IT,28/2/2024,1
9468,44,43596,7,Female,Finance,19/11/2020,4
9469,62,23773,81,Male,-,6/11/2023,4
9470,20,19437,61,Female,Operations,17/10/2022,5
9471,61,30046,76,Female,Sales,13/11/2021,1
9472,61,36560,85,Male,IT,8/1/2022,4
9473,52,*,55,*,IT,9/8/2024,1
9474,57,44464,79,-,Marketing,11/4/2020,2
9475,18,270986,NA,Male,IT,23/9/2024,2
9476,-,29687,80,Female,Operations,30/10/2021,3
9477,28,40466,,Female,Marketing,14/1/2023,-
9478,19, ,22,Female,Marketing,6/8/2024,3
9479,62,18775,88,Female,IT,31/12/2021,3
9480,41,26990,6,Female,HR,16/12/2023,1
9481,47,178486,53,Female,Sales,28/9/2020,2
9482,21,50745,18,Female,Operations,17/9/2021,5
9483,59,52014,*,Male,Marketing,7/5/2021,3
9484,50,19735,*,Male,Marketing,4/9/2024,5
9485,35,24036,69,Female,Finance,23/12/2020,1
9486,26,45046,22,Female,Sales,7/2/2020,4
9487,61,38335,40,-,Sales,28/3/2023,
9488,53, ,100,Female,Operations,13/2/2022,4
9489,18,48199,0,Male,IT,4/3/2024,1
9490,43,20280,15,Male,Marketing,4/9/2020,2
9491,35,-,NA,Male,IT,11/3/2024,4
9492,50,33181,*,Female,Marketing,15/1/2021,2
9493,23,21364,38,Female,HR,4/2/2024,1
9494,-,0,98,Male,Operations,27/9/2022,5
9495,25,37984,16,Male,Operations,19/9/2024,2
9496,53,43388,80,Male,Finance,29/9/2024,2
9497, ,19398,25,Male,Operations,7/9/2020,1
9498,29,49316,22,Male,Finance,6/6/2023,NA
9499,41,52701,39,Female,IT,12/9/2020,2
9500,18,25905,*,Female,IT,23/5/2021,5
9501,34,30829,0,NA,IT,10/12/2021,3
9502,18,35231,92,Male,Operations,21/8/2020,4
9503,18,37814,95,Male,Finance,6/3/2024,4
9504,43,41708,,Female,Marketing,11/3/2023,3
9505,18,23996,96,Male,Sales,28/1/2023,1
9506,22,30792,44,Male,HR,16/2/2023,2
9507,63,23781,0,Female,Operations,17/6/2022,5
9508,,34851,86,Male,Marketing,10/1/2022,4
9509,22,23244,44,NA,Marketing,2/4/2022,2
9510,-,26144,45,Female,Sales,11/10/2024,1
9511,43,39187,96,Female,HR,11/3/2024,*
9512,21,28682,70,Male,HR,8/7/2023,3
9513,29,44443,21,Male,Sales,9/10/2024,4
9514,52,26339,71,Male,Marketing,18/1/2024,1
9515,45, , ,Male,Operations,16/5/2024,4
9516,34,44923,NA,Male,Marketing,12/11/2024,5
9517,35,29877,62,Male,Sales,5/1/2020,3
9518,27,12701,91,Male,Finance,11/7/2024,3
9519,40,29728,*,Male,Operations,17/11/2023,3
9520,52,28771,30,Female,Sales,1/7/2020,3
9521,24,41206,93,Male,IT,13/3/2022,3
9522,*,40011,20,Male,Marketing,14/9/2020,4
9523,39,52569,52,Female,Finance,15/10/2023,1
9524,43,,92,Male,Sales,20/6/2021,5
9525,24,44849,90,Female,IT,6/4/2024,4
9526,31,-,2,Male,Sales,17/6/2023,4
9527,53,58281,51,Female,Finance,29/10/2023,3
9528,45,36471,67,Female,HR,26/2/2020,5
9529,22,30200,34,Male,Finance,31/3/2020,3
9530,38,48938,5,Male,,16/12/2021,5
9531,53,29590,26, ,Marketing,6/9/2020,1
9532,56,22146,62,Male,Operations,24/11/2022,5
9533,46,23170,23,Male,HR,4/6/2023,1
9534,42,32448,80,Female,Marketing,2/3/2020,-
9535,33,45321,97,Male,IT,12/4/2021,-
9536,54,-,87,Female,IT,28/6/2020,3
9537,47,35085,33,Male,Sales,29/3/2020,5
9538,34,0,82,Female,Marketing,28/3/2024,1
9539,24,NA,58,Female,Finance,24/11/2023,1
9540,*,32906,NA,Female,*,12/6/2020,3
9541,27,45441, ,Male,HR,9/3/2020,5
9542,26,27133,0,Male,Operations,22/5/2023,3
9543,28,52734,84,Male,Finance,11/1/2020,3
9544,63,49268,18,Male,HR,12/6/2023,3
9545,43,23518,64,Male,Sales,23/5/2024,*
9546,57, ,NA,Male,IT,7/6/2024,1
9547,28,43462,*,Male,Sales,17/7/2023,-
9548,40,23179,6,Male,Sales,30/5/2024,1
9549,18,19681,76,Male,Marketing,29/10/2023,5
9550,-,20902,30,Female,*,7/7/2024,2
9551,47,20856,28,-,Finance,3/8/2023,5
9552,57,44851,97,Female,Finance,17/2/2023,2
9553,-,37327,72,Female,Operations,26/3/2021,3
9554,29, ,0,*,NA,6/4/2023,3
9555,62,36596,44,NA,HR,2/5/2024,3
9556,64,35437,51,Male,Marketing,28/12/2021,2
9557,30,63357,-,Male,Marketing,29/1/2021,
9558,-,26360,71,Female,Marketing,3/10/2022,1
9559,26,36103,NA,Male,IT,10/1/2024,5
9560,25,-,93,Male,Marketing,11/9/2021,
9561,54,39528,*,Female,HR,18/12/2022,2
9562,40,34298,99,Male,IT,11/12/2023,5
9563,60,32316,78,Female,Operations,28/7/2022,1
9564,23,19556,27,Male,HR,5/8/2024,*
9565,44,56742,72,Female,Marketing,13/11/2020,1
9566,27,20341,22,Female,Operations,26/2/2023,4
9567,-,49647,68,Female,Marketing,22/5/2020,5
9568,49,7860,62,Male,Sales,19/1/2020,5
9569,47,48745,73,Male,IT,7/5/2021,-
9570,44,50602,11,Female,IT,10/5/2021,3
9571,32,-,97,Female,Operations,25/3/2020,4
9572,57,NA,92,Male,Marketing,12/12/2020,1
9573,36,47915,62,NA,HR,2/4/2020,5
9574,60,24463,22,Male,Operations,3/11/2024,5
9575,37,36082,43,Male,Operations,29/6/2022,5
9576,50,22353,53,,IT,5/7/2021,3
9577,22,38727,73,Female,Sales,24/12/2022,4
9578,53,29595,17,Male,HR,15/11/2021,3
9579,46,10395,-,Female,Sales,5/4/2023,3
9580,-,43108,53,Female,Marketing,17/8/2020,1
9581,47,-5396,0,Female,Sales,20/6/2022,1
9582,58,10216,96,Male,Sales,24/8/2024,2
9583,39,23564,*,Male,HR,12/7/2022,2
9584,57,-,95,Male,Sales,19/3/2022,4
9585,48,45739,9,Female,HR,24/3/2022,4
9586,36,48955,16,Female,Marketing,21/7/2020,
9587,52,42058,80,Male,IT,29/6/2024,3
9588,64,-,85,NA,IT,24/4/2020,3
9589,20,45615,5,Female,HR,26/4/2023,2
9590,*,39472,62,Male,Operations,11/4/2024,4
9591,36,37396,,Male,Finance,14/6/2020,5
9592,48,39728, ,Female,IT,11/11/2020,3
9593,35,-, ,Female,Marketing,21/6/2023,5
9594,27,25011,44,Female,Sales,19/6/2020,4
9595,56,,0,Female,IT,24/8/2024,1
9596,49,30640,75,Female,HR,17/7/2021,2
9597,25,44528,56,Male,Finance,26/3/2023,4
9598,43,*,25,Male,IT,30/5/2020,3
9599,39,23640,32,Female,Finance,8/3/2021,3
9600,45,42401,37,-,Sales,7/6/2022,4
9601,62,43847,29,Male,Sales,1/2/2020,2
9602,43,71639,88,Female,-,2/10/2023,5
9603,27,25395,89,Male,Marketing,14/3/2020,3
9604,25,0,36,Female,IT,24/6/2023,2
9605,26,36091,80,Female,Sales,21/10/2023,5
9606,23,43630,11,Male,HR,8/1/2024,3
9607,18,44443,, ,-,18/7/2023,2
9608,44,34880,NA,Female,IT,28/5/2020,2
9609,36,15895,61,Female,Marketing,9/7/2024,5
9610,-, ,10,Female,HR,6/11/2021,2
9611,20,,80,Female,IT,5/4/2021, 
9612,24,-2040,69,Male,Operations,7/7/2022,1
9613,58,29421,29,Male,Operations,1/7/2023,NA
9614,,53989,39,Female,Operations,1/4/2020,5
9615,NA,34140,57,Male,Operations,18/1/2024,5
9616,39,26287,NA,Male,Finance,6/1/2023,5
9617,19,46645,68,Female,HR,2/5/2020,5
9618,34,20718,54,Male,Finance,18/10/2023,5
9619,27,25485,36,Female,HR,15/10/2023,*
9620,25,37384,96,Male,NA,25/7/2023,2
9621,50,-310,38,Male,Finance,12/5/2023,4
9622,34,42504,-,Male,Finance,6/9/2023,*
9623,,53681,71,Female,Marketing,14/12/2023,-
9624,49,36423,100,*,Operations,8/12/2021,4
9625,57,26732,79,Male,HR,20/12/2021,5
9626,*,13254,94,Female,IT,2/4/2020,4
9627,30,31430,73,Female,HR,28/10/2021,2
9628,NA,26401,57,Female,HR,7/5/2021,-
9629,54,29565,5,,Operations,15/1/2023,1
9630,30,47792,94,Male,Finance,27/2/2020,
9631,47,23385,67,Female,Operations,25/12/2022,5
9632,61,25106,46,Male,*,23/10/2020,4
9633,61,27400,14,Male,Sales,23/5/2022,4
9634,29,27057,51,Male,HR,30/12/2020,1
9635,39,37407,-,Female,Finance,9/7/2023,4
9636,20,13418,87,Female,IT,21/5/2020,NA
9637,30,39785,14,*,Sales,2/3/2021,4
9638,47,26186,25,Female,Finance,5/2/2021,4
9639,30,25193,90,NA,IT,10/10/2024,5
9640,33, , ,Male,Operations,22/5/2022,
9641,29,63236,21,Male,Finance,12/7/2024,NA
9642,64,22780,75,-,Finance,7/9/2022,4
9643,58,32872,46,Male,Finance,26/1/2024,2
9644, ,36105,91,Male,Operations,9/6/2023,2
9645,31,32106,,Female,-,29/5/2024,4
9646,,47983,75,Male,Marketing,15/3/2021,-
9647,23,10755,31,NA,-,19/3/2020,1
9648,37, ,76,*,Sales,7/3/2022,3
9649,28,48697,62,Female,Finance,26/7/2024,2
9650,50,48055,90,Female,Sales,25/3/2020,4
9651,61,219925,75,Female,Operations,24/1/2021,1
9652, ,32837,86,Female,Marketing,8/7/2021,3
9653,55,0,83,Male,,25/6/2024,1
9654,61,61933,48,Female,Finance,1/2/2022,5
9655,52,38684,NA,Male,Marketing,13/12/2023,4
9656,58,27639,0,Male,Marketing,27/2/2020,3
9657,25,33785,88,Male,HR,27/12/2021,1
9658,22,55650,28,Male,IT,4/9/2024,3
9659,43,NA,56,*,IT,29/3/2024,NA
9660,40,23535,97,Male,Marketing,21/5/2023,1
9661,27,*,37,Male,IT,11/5/2021,4
9662,43,50677,43,Female,Operations,2/2/2022,5
9663,43,40199,65,Male,HR,16/2/2020,5
9664,43,23284,44,Female,Finance,17/11/2023,1
9665,26,35743,1,Female,Operations,12/2/2022,3
9666, ,20498,,Female,Operations,11/9/2021,1
9667,58,47718,10,Female,Operations,14/4/2023,3
9668,21,46414,8,Male,Finance,30/4/2022,1
9669,18,22351,23,Male,Marketing,1/2/2020,1
9670,*,27243,68,Female,Finance,6/7/2022,1
9671,50,0,19,Female,Sales,11/7/2021,5
9672,63,36129,61,Female,Finance,28/8/2021,1
9673,45,37934,97, ,Sales,5/10/2021,3
9674,,26149,54,Male,-,14/2/2022,5
9675,-,22529,37,Female,HR,11/11/2022,4
9676,30,31216,26,*,IT,3/8/2020,2
9677,40,11001,46,Male, ,24/6/2020, 
9678,59,34292,36,Female,Operations,31/7/2020,1
9679,38,35203,34,Male,HR,2/7/2022,1
9680,30,38643,54,Male,IT,22/6/2020,3
9681,-,20278,55,Female,Finance,7/4/2021,1
9682, ,25326,68,-,Finance,13/6/2022,-
9683,20,31672,0,Male,Sales,10/7/2023, 
9684,40,34762,67,Male,NA,2/4/2022,4
9685,31,41513,-,Male,HR,10/10/2024,1
9686,34,39589,-,Female,IT,2/6/2021,5
9687,55,155979,93,Female,Operations,22/3/2023,3
9688,45,39393,34,Male,Sales,1/10/2022,5
9689,42,19939,16,Male,IT,31/5/2022,NA
9690,24,22773,7,-,Sales,26/11/2022,3
9691,45,17526,16,Female,Finance,7/3/2024, 
9692,37,52032,57,Female,Finance,14/12/2022,1
9693,59,40125,5,Female,-,30/7/2021,1
9694,26,,10,-,Marketing,20/8/2020,4
9695,39,20918,43,Female,Finance,26/6/2020,5
9696,23,14167,100,Female,Marketing,6/12/2021,2
9697, ,40137,36, ,HR,4/5/2021,1
9698,31,NA,50,Male,Finance,28/6/2023,5
9699,45,154813,24,Female,Sales,4/11/2022,
9700,51,32315,,Female,Sales,18/2/2021,1
9701,47,35764,74,Male,Finance,13/11/2023,5
9702,19,*,14,NA,IT,23/5/2024,2
9703, ,25336,1,Male,-,16/3/2022,1
9704,18,56622,29,Female,Marketing,28/11/2023,3
9705,40,38652,8,Female,Finance,26/12/2022,3
9706,34,15141,59,Female,Finance,21/11/2024,3
9707,27,14409,66,Female,HR,31/10/2020,3
9708,34,39675, ,*,Operations,26/3/2020,1
9709,42,20827,33,-,-,16/3/2021,1
9710,58,34296,65,Female,Finance,2/1/2021,4
9711,48,49816,86,Female,Sales,9/6/2024, 
9712,52,17268,8,Female,Marketing,1/6/2021,1
9713,26,41796,53,Male,Marketing,2/10/2021,5
9714,55,57922,65,Female,Finance,5/11/2024,5
9715,56, ,69,Female,HR,8/10/2021,3
9716,31,37329,0,Female,Operations,4/2/2021,5
9717,62,36268,50,Female,Operations,7/8/2022,5
9718,21,43628,1,Male,HR,14/9/2020,3
9719,20,24857,21,Male,Finance,13/9/2020,4
9720,58,24612,31,Female,Sales,1/6/2022,3
9721,,49876,65,Male,Sales,16/11/2024,-
9722,25,,84,Female,IT,5/9/2020,4
9723,51,23890,97,Male,Marketing,11/7/2021,1
9724, ,43062,93,Male,Marketing,21/12/2022,5
9725,27,31226,-,Female,Operations,14/8/2022,5
9726,59,41402,7,Male,Marketing,7/10/2022,5
9727,41,46170,0,Male,Sales,28/9/2020,1
9728,56,*,-,Female,Marketing,7/12/2021,2
9729,21,31394,84,Male,HR,28/2/2022,3
9730,-,37611,0,Male,HR,5/2/2024,3
9731,60,18537,16,Male,Finance,23/12/2023,
9732,20,40991,83,Female,HR,16/5/2020, 
9733,21,43250,1,Female,Operations,21/11/2022,3
9734,63,45888,79,Female,IT,3/7/2023,4
9735,18,34931,66,Male,Finance,3/1/2023,1
9736,28,32856,51,Male,HR,7/5/2022,4
9737,36,37628,2,Female,HR,24/11/2023,2
9738,52,44981,74,Male,Finance,12/1/2024,4
9739,20,39676,25,Male,HR,12/12/2022,5
9740,22,25373,25,Male,IT,29/3/2022,NA
9741,47,32893,21,Female,IT,19/6/2020,4
9742,46,46785,60,Female,IT,11/4/2021,-
9743,62,29835,-,Female,HR,18/1/2023,3
9744,*,45728,51,Female,Sales,8/8/2020,3
9745,40,36815,69,Male,Operations,23/2/2024,1
9746,47,26082,62,*,IT,1/11/2023,1
9747,39,*,25,Female,IT,11/7/2020,*
9748,37,,13,Female,Finance,22/8/2023,4
9749,34,21063, ,Female,IT,21/1/2020,4
9750,58,36568,46,Female,Finance,23/12/2021,5
9751,29,54237,27,Female,-,2/9/2021,5
9752,53,23327,92,Female,Marketing,5/1/2020,-
9753,-,31053,95,Male,Operations,19/10/2021,2
9754,59, ,91,Female,IT,3/6/2022,5
9755,,38677,43,Male,Finance,22/9/2024,3
9756,32,36687,23, ,Operations,7/1/2020,5
9757,55,0,15,Female,Finance,6/4/2021,2
9758,39,29346,11,Male,Marketing,26/4/2021,-
9759,45,25276,-,Female,IT,17/11/2023,3
9760,,25922,24,Female,Operations,4/10/2021,3
9761,54,45474,73,Male,IT,3/4/2021,5
9762,36,27199,0,Female,IT,19/11/2024,2
9763,31,,5,-,IT,18/5/2023,5
9764,20,44184,35,,HR,20/3/2023,5
9765,38,32707,22,Male,Sales,1/2/2021,1
9766,29,38059,88,Female,Sales,12/8/2023,3
9767,19,239769,43,Female,Marketing,22/6/2021,3
9768,50,46972,49,Female,HR,2/11/2022,4
9769,30,36794,98,Male,,10/7/2024,2
9770,39,43385,34,Male,HR,2/5/2024,3
9771,28,41162,93,Male,HR,13/11/2021,5
9772,20,36460,0,,IT,21/2/2021,2
9773,28,39304,17,Male,Operations,18/12/2021,3
9774,22, ,40,Male,Operations,11/4/2022,5
9775,32,33337,29,Male,HR,29/5/2024,1
9776,40,21717,6,Female,Sales,27/1/2020,1
9777,40,25333,0,*,Operations,27/3/2022,4
9778,63,11518,35,Female,Sales,30/8/2023,4
9779,56,35385,23,Male,HR,30/4/2022,4
9780,-,39127,4,Male,HR,28/2/2021,4
9781,45,30805,19,Male,IT,23/10/2022,5
9782,52,36330,61, ,Marketing,2/6/2021,2
9783,56,55602,59,-,IT,10/4/2023,2
9784,45,37766,*,Male,Operations,30/8/2022,5
9785,21,21266,96,Female,Sales,25/3/2021,1
9786,41,25839,-,Male,Operations,7/4/2022,3
9787,30,26821,21,Male,Operations,27/6/2023,5
9788,30,31873,NA,Female,Operations,3/3/2024,1
9789,21,19495,-,Male,IT,22/11/2023,-
9790,34,34689,55,Female,NA,18/4/2022,3
9791,24,51893,95,Male,HR,21/12/2022,2
9792,27,40750,29,Male,Sales,9/12/2021,4
9793,19,,41,Female,Finance,18/5/2022,4
9794,32,53023,68,Male,HR,16/10/2022,2
9795,22,40848,37,Male,Sales,22/5/2021,-
9796,25,29292,77,Male,HR,9/3/2020,1
9797,28,36677,3,Female,Operations,28/2/2024,2
9798,21,19923,0,Female,*,3/6/2021,*
9799,61,NA,0,Female,Finance,27/7/2023,2
9800,43,48964,100,Male,Marketing,15/5/2020,1
9801,58,48387,49,Male,HR,20/6/2022,5
9802,26,51549,8,Male,Sales,8/7/2024,-
9803,61,37158,14,*,IT,3/6/2023,3
9804,38,48823,81,Male,NA,3/3/2020,2
9805,37,49729,0,Male,HR,15/11/2023,1
9806,29,0,68,Male,Operations,9/3/2022,4
9807,55,33111,76,Female,Operations,1/8/2022,2
9808,23,20392,,Female,Sales,24/11/2020,2
9809,33,40306,60,Female,Marketing,12/10/2020,4
9810,25,40294,6,Male,HR,7/5/2022,5
9811,53,21179,84,Male,Finance,16/12/2020,2
9812,29,,-,NA,Marketing,22/6/2024,5
9813,57,56344,94,Male,IT,6/6/2021,3
9814,*,28207,92,Male,HR,16/4/2022,2
9815, ,40858,0,Male,HR,16/2/2022,5
9816,64,30723,34,Female,HR,7/8/2024,4
9817,30,30462,6,Male,Sales,18/4/2020,2
9818,30,39862, ,Male,IT,23/11/2020,
9819,NA,31448,13,Male,IT,17/8/2024,3
9820,40,29869,100,NA,Finance,2/10/2020,4
9821,41,33953,6,Male, ,1/12/2022,4
9822,52,30178,*,Male,IT,26/3/2024,4
9823,20, ,8,Male,Marketing,22/12/2020,NA
9824,37,24343,85,Female,Operations,23/7/2024,2
9825,55,25173,51,Female,-,30/6/2022,4
9826,32,52653,10,Male,Sales,20/4/2020,1
9827,,40214,90,Male,Finance,10/9/2022,1
